gene_id,id,astrocytes_1,astrocytes_2,endothelial_1,endothelial_2,microglia_macrophage_1,microglia_macrophage_2,myelinating_oligodendrocyte_1,myelinating_oligodendrocyte_2,neurons_1,neurons_2,newly_formed_oligodendrocyte_1,newly_formed_oligodendrocyte_2,opc_1,opc_2
"1700003F12Rik - Mus musculus",1922730,0.723359,0.283735,0.291598,0.193944,5.94531,5.996038,0.1,0.1,0.271768,0.28793,0.1,0.1,0.374477,0.222935
"1700003G13Rik - Mus musculus",1919479,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700003G18Rik - Mus musculus",1916600,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700003H04Rik - Mus musculus",1923637,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700003L19Rik - Mus musculus",1922743,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700003M02Rik - Mus musculus",1916579,0.194316,0.94318,0.488047,0.213913,0.1,0.1,0.1,0.1,0.298749,0.245551,0.1,0.1,0.1,0.1
"1700003M07Rik - Mus musculus",1919475,5.833578,4.690844,0.1,0.1,0.1,0.1,0.123089,0.294528,0.345382,0.664193,0.364814,0.262138,2.54294,0.711972
"1700006A11Rik - Mus musculus",1919074,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700006E09Rik - Mus musculus",1922687,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700007B14Rik - Mus musculus",1919081,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700007E06Rik - Mus musculus",1922709,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700007F19Rik - Mus musculus",1915100,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700007G11Rik - Mus musculus",1916571,0.1,0.769068,0.1,0.196331,0.1,0.1,0.1,0.1,0.116779,0.1,0.22645,0.1,0.109788,0.259406
"1700007I08Rik - Mus musculus",1917612,0.185227,0.18147,0.1,0.1,0.1,0.1,0.1,0.1,0.146262,0.1,0.1,0.1,0.1,0.1
"1700007K09Rik - Mus musculus",1916568,0.899351,0.418443,0.1,0.113314,0.1,0.239027,0.1,0.1,0.1,0.288286,0.363234,0.1,0.119458,0.1
"1700007K13Rik - Mus musculus",1916577,2.46616,2.205398,0.169276,0.376533,0.1,0.1,0.1,0.292061,0.372399,0.457024,0.1,0.1,0.196156,0.154165
"1700007P06Rik - Mus musculus",1916558,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700008A04Rik - Mus musculus",1916601,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700008F21Rik - Mus musculus",1922703,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.105512,0.1,0.1,0.1,0.1
"1700008I05Rik - Mus musculus",1919091,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700008J07Rik - Mus musculus",1916610,0.246642,0.33883,0.144448,0.149017,0.200036,0.27936,0.15282,0.223031,0.516812,0.33307,0.385389,0.105824,0.620323,0.425245
"1700008K24Rik - Mus musculus",1916561,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.177191,0.1,0.1,0.1,0.1,0.1
"1700008O03Rik - Mus musculus",1916599,0.298716,0.110409,0.1,0.1,0.113887,0.1,0.283707,0.456457,0.574841,0.637516,0.430119,0.383034,0.181226,0.214693
"1700008P02Rik - Mus musculus",1916597,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700008P20Rik - Mus musculus",1916551,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700009J07Rik - Mus musculus",1914938,0.1,0.1,0.1,0.1,0.1,0.302039,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.142052
"1700009N14Rik - Mus musculus",1922721,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700009P17Rik - Mus musculus",1922722,0.327124,1.019503,0.579376,0.587705,0.784048,0.399239,0.207895,0.1,0.1,0.1,0.1,0.15753,0.115503,0.1
"1700010B08Rik - Mus musculus",1922735,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700010D01Rik - Mus musculus",1923636,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700010I02Rik - Mus musculus",1922726,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700010I14Rik - Mus musculus",1914181,1.804278,1.257811,0.387043,0.322031,0.537267,0.262265,0.558006,0.650075,0.355163,0.719183,0.576015,0.606395,0.800291,0.765391
"1700010J16Rik - Mus musculus",1916605,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700010K23Rik - Mus musculus",1922751,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.105268,0.111507,0.1,0.1,0.1,0.1
"1700010M22Rik - Mus musculus",3781704,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700011A15Rik - Mus musculus",1913572,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700011E24Rik - Mus musculus",1922717,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.110567,0.1
"1700011F03Rik - Mus musculus",1921471,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700011F14Rik - Mus musculus",1922895,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700011H14Rik - Mus musculus",1914332,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700011I03Rik - Mus musculus",1922694,0.1,0.1,0.1,0.113967,0.1,0.11575,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700011L22Rik - Mus musculus",1914937,0.155913,0.1,0.1,0.118995,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700011M02Rik - Mus musculus",3645559,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700012A03Rik - Mus musculus",1923632,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700012A16Rik - Mus musculus",1919086,0.1,0.1,0.1,0.1,0.1,0.1,0.289354,0.304885,0.79574,0.389226,0.580503,0.574859,0.184384,0.217784
"1700012B07Rik - Mus musculus",1916574,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700012B09Rik - Mus musculus",1916575,0.1,0.63666,0.1,0.1,0.1,0.1,0.1,0.1,0.104407,0.1,0.1,0.1,0.1,0.1
"1700012B15Rik - Mus musculus",1921423,9.659936,9.534563,8.032108,8.378605,15.313912,12.714822,8.049502,8.626009,11.586278,11.802566,9.323182,10.16121,10.205665,11.050293
"1700012D14Rik - Mus musculus",1922729,0.591553,0.433587,0.166492,0.1,0.1,0.1,0.185186,0.330476,0.446221,0.538554,0.35701,0.200886,0.611889,0.126331
"1700012L04Rik - Mus musculus",1923633,0.200224,0.126951,0.226728,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.198296
"1700012P22Rik - Mus musculus",1916614,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700013D24Rik - Mus musculus",1924171,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700013F07Rik - Mus musculus",1922754,0.1,0.1,0.1,0.184253,0.1,0.1,0.1,0.1,0.29342,0.292789,0.1,0.1,0.1,0.1
"1700013G24Rik - Mus musculus",1916630,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700013H16Rik - Mus musculus",1922764,0.1,0.1,0.15621,0.124803,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700013N18Rik - Mus musculus",1920568,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700014N06Rik - Mus musculus",1916639,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700015E13Rik - Mus musculus",1924175,0.178805,0.134844,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.132694,0.1,0.1,0.1,0.1
"1700015F17Rik - Mus musculus",2686532,0.1,0.158896,0.1,0.1,0.1,0.1,0.1,0.124956,0.1,0.101413,0.1,0.1,0.1,0.114596
"1700015G11Rik - Mus musculus",1922779,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700016C15Rik - Mus musculus",1916678,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700016D06Rik - Mus musculus",1923663,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.110535,0.1,0.1,0.1,0.1,0.1,0.1
"1700016H13Rik - Mus musculus",1921468,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700016K19Rik - Mus musculus",1921480,0.1,0.550445,0.245241,0.454901,0.131057,0.187016,0.183157,0.236272,0.572785,0.104161,0.1,0.1,0.1,0.216775
"1700016L21Rik - Mus musculus",1919458,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700016M24Rik - Mus musculus",1916689,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700016P04Rik - Mus musculus",1916663,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700017B05Rik - Mus musculus",1921461,3.717344,3.600667,8.135292,7.365432,71.468276,77.454881,0.330312,0.740741,0.975775,0.82892,0.466025,1.346082,4.680983,2.917997
"1700017D01Rik - Mus musculus",1916619,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700017G19Rik - Mus musculus",1919477,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700017J07Rik - Mus musculus",1922758,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700017N19Rik - Mus musculus",1913855,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700018A04Rik - Mus musculus",1916631,0.1,0.1,1.162165,1.266116,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700018A14Rik - Mus musculus",1916641,0.102048,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.17964,0.275266,0.1,0.1,0.1,0.1
"1700018B08Rik - Mus musculus",1923655,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.104686,0.1,0.1,0.1,0.1,0.1
"1700018B24Rik - Mus musculus",1913582,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700018C11Rik - Mus musculus",1922774,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700018F24Rik - Mus musculus",3648713,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700018L24Rik - Mus musculus",1922778,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.272019,0.119535,0.1,0.1,0.1,0.1
"1700019A02Rik - Mus musculus",1916647,0.11985,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.110763,0.1,0.264179,0.1
"1700019B03Rik - Mus musculus",1923656,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700019D03Rik - Mus musculus",1914330,0.713773,0.344363,0.1,0.221257,0.123813,0.1,0.614845,0.624669,0.929449,0.998238,1.712236,0.491957,5.458113,3.212725
"1700019E08Rik - Mus musculus",1916655,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700019E19Rik - Mus musculus",1923661,6.649136,6.626207,10.620867,12.628398,1.468823,1.166337,9.242075,11.796394,3.859731,3.249472,10.442661,12.760852,5.780658,8.018832
"1700019G17Rik - Mus musculus",1922791,8.04661,5.566045,0.841157,0.864583,0.253114,0.39784,0.98688,1.07301,0.577242,0.729876,0.981548,0.792407,2.591616,2.674314
"1700019G24Rik - Mus musculus",1919499,0.128427,0.423047,0.112251,0.117437,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700019L03Rik - Mus musculus",2447809,0.1,0.357576,0.1,0.1,0.1,0.1,0.1,0.1,0.104374,0.108073,0.1,0.1,0.1,0.128325
"1700019M22Rik - Mus musculus",1916673,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700019N12Rik - Mus musculus",1914327,0.317431,0.242841,0.264081,0.320445,0.549716,0.800331,0.1,0.258328,0.29288,0.106096,0.1,0.108406,0.17103,0.104013
"1700019N19Rik - Mus musculus",1914757,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700019O17Rik - Mus musculus",1919113,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700020A23Rik - Mus musculus",1922906,0.1,0.100466,0.1,0.1,0.1,0.1,0.1,0.1,0.310823,0.46797,0.224027,0.287118,0.1,0.1
"1700020C07Rik - Mus musculus",1922892,0.1,0.1,0.954022,1.414652,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.205926
"1700020D05Rik - Mus musculus",1922805,1.049209,0.703495,0.1,0.1,0.386879,0.18738,0.1,0.130533,0.677322,0.477319,0.459489,0.194381,0.905716,0.273979
"1700020I14Rik - Mus musculus",1913852,13.87939,14.440836,17.943292,17.099324,2.023259,1.739943,3.223671,5.557939,32.331746,33.888879,12.803918,4.356862,21.989446,9.884239
"1700020L24Rik - Mus musculus",1913580,0.295571,0.181187,8.57522,7.442565,2.214311,3.593079,1.32949,1.140308,0.101822,0.170979,0.388194,0.515948,1.108413,0.64932
"1700020M21Rik - Mus musculus",1923652,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700020N01Rik - Mus musculus",1914942,0.1,0.1,0.1,0.1,0.578223,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700020N18Rik - Mus musculus",1914336,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700020O03Rik - Mus musculus",1917623,4.397923,5.095057,4.586726,4.488288,9.09102,8.330733,5.217418,6.749878,5.166909,6.269868,6.586817,7.68903,6.46875,6.740755
"1700021C14Rik - Mus musculus",1924177,2.918647,2.410749,1.764992,3.302644,1.888603,2.325032,3.314551,3.561151,1.343536,1.991115,1.546431,2.365666,0.758076,1.047553
"1700021F05Rik - Mus musculus",1915101,6.476116,6.708103,3.182958,3.107235,2.538566,2.13068,2.978675,4.176249,7.109691,8.478034,4.361865,3.584528,6.98386,6.655789
"1700021F07Rik - Mus musculus",1919471,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700021K19Rik - Mus musculus",1915160,5.804856,5.80366,5.888226,6.215562,7.335774,10.379859,22.633679,21.899409,11.992267,12.678823,28.963229,37.890093,14.255165,16.774042
"1700022A21Rik - Mus musculus",1919502,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700022E09Rik - Mus musculus",1922886,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700022I11Rik - Mus musculus",1914567,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.137567,0.1,0.1,0.1,0.1,0.1
"1700022P22Rik - Mus musculus",1922808,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700023A16Rik - Mus musculus",1916621,0.1,0.1,0.1,0.243821,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700023E05Rik - Mus musculus",1919118,0.1,0.11501,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.157392,0.1,0.1,0.1,0.1
"1700023F02Rik - Mus musculus",1916683,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.304464,0.1,0.1,0.1,0.1,0.1
"1700023I07Rik - Mus musculus",1923955,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700023L04Rik - Mus musculus",1923669,0.193746,0.426503,0.36416,0.402874,0.26245,0.1,0.1,0.1,0.160375,0.1,0.1,0.1,0.1,0.1
"1700024G13Rik - Mus musculus",1914335,0.1,0.1,0.151625,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700024P03Rik - Mus musculus",1922767,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700024P04Rik - Mus musculus",1916632,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700024P16Rik - Mus musculus",2685466,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700025B11Rik - Mus musculus",1923659,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700025C18Rik - Mus musculus",1919461,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700025E21Rik - Mus musculus",1922897,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700025F22Rik - Mus musculus",1916666,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700025F24Rik - Mus musculus",1914331,0.1,0.114602,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700025G04Rik - Mus musculus",1916649,3.290594,3.939605,0.27372,0.350417,0.678407,0.361956,1.173935,1.96067,4.445342,4.155518,6.477457,5.273973,15.232226,13.287959
"1700025K23Rik - Mus musculus",1913587,4.725638,3.830008,2.861559,3.033883,0.742231,0.667801,4.589178,6.944546,6.651051,7.322437,5.61489,6.109335,6.863746,8.316321
"1700025M24Rik - Mus musculus",1919526,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700025N23Rik - Mus musculus",1917236,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.142116,0.1,0.1,0.110818,0.1
"1700026D08Rik - Mus musculus",1922806,0.127896,0.685299,0.1,0.109857,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700026D11Rik - Mus musculus",1917621,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700026J04Rik - Mus musculus",1919114,0.31501,0.276532,0.999589,1.062082,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700026L06Rik - Mus musculus",1917237,0.1,0.1,0.1,0.1,0.253511,0.180664,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700027A15Rik - Mus musculus",1916699,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700027A23Rik - Mus musculus",1923670,0.1,1.458347,0.1,0.311442,0.1,0.1,0.1,0.1,0.158776,0.1,0.1,0.1,0.1,0.1
"1700027D21Rik - Mus musculus",1923823,0.176975,0.196794,0.1,0.1,0.1,0.1,0.1,0.104375,0.1,0.1,0.122166,0.1,0.1,0.1
"1700027F09Rik - Mus musculus",1917249,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700027H10Rik - Mus musculus",1919524,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700027I24Rik - Mus musculus",1922817,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700027J07Rik - Mus musculus",1916693,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700027L20Rik - Mus musculus",1916703,150.579904,54.235399,0.1,0.1,4.927885,4.376808,0.765675,7.963347,1.406543,3.347796,0.282369,0.580998,17.987386,10.615681
"1700028B04Rik - Mus musculus",1917251,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700028I16Rik - Mus musculus",1917253,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.138571,0.1
"1700028J19Rik - Mus musculus",1917254,0.128085,0.245755,0.53315,0.361596,0.467192,0.768986,0.466854,0.237754,0.479125,0.6077,0.891717,0.833513,1.210711,1.071399
"1700028K03Rik - Mus musculus",1923671,1.164328,1.250511,0.10638,0.159732,0.1,0.138161,0.1,0.1,0.362392,0.942063,0.300894,0.1,0.679412,0.1
"1700028M03Rik - Mus musculus",1916710,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700028P14Rik - Mus musculus",1914733,0.1,0.525966,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700028P15Rik - Mus musculus",1922905,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700029B22Rik - Mus musculus",1916745,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700029F09Rik - Mus musculus",1922873,2.788599,4.295597,12.266113,12.631227,2.997177,1.085855,1.018147,1.203666,5.548462,4.292107,2.480946,2.944682,5.430076,6.133038
"1700029F12Rik - Mus musculus",1913729,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700029G01Rik - Mus musculus",1914188,1.288845,1.335471,2.959718,3.623974,0.657284,0.913838,0.1,0.1,0.60198,0.506965,0.1,0.1,0.18325,0.187844
"1700029H14Rik - Mus musculus",1913751,0.221308,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700029I15Rik - Mus musculus",1916742,0.45232,1.004153,0.1,0.1,0.344506,0.394056,0.1,0.1,0.470314,0.44026,0.326652,0.116944,0.976679,0.332673
"1700029J03Rik - Mus musculus",1919514,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700029J07Rik - Mus musculus",1916729,1.96678,1.665913,0.11586,0.234643,0.227585,0.1,0.435848,0.446838,1.656119,1.893612,0.985083,0.644809,1.293182,0.604219
"1700029J11Rik - Mus musculus",1923676,0.1,0.1,0.520332,0.201421,0.357246,0.340892,0.1,0.1,0.1,1.174002,0.146775,0.451772,0.1,0.1
"1700029M20Rik - Mus musculus",1913597,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700029P11Rik - Mus musculus",3644215,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.139109,0.1,0.1,0.1,0.1
"1700030C10Rik - Mus musculus",1916763,0.1,0.1,0.1036,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700030F18Rik - Mus musculus",1919527,0.161515,0.1,0.1,0.1,0.1,0.1,0.211058,0.1,0.1,0.104192,0.1,0.1,0.1,0.1
"1700030J22Rik - Mus musculus",1916778,0.147646,0.424721,0.199851,0.256285,0.190865,0.108671,0.159994,0.284203,1.050069,0.754589,0.548874,0.411769,0.348138,0.283716
"1700030K09Rik - Mus musculus",1919504,3.50565,3.271795,2.242462,1.901929,1.208043,1.401264,1.651261,1.033471,1.924556,1.747777,2.988791,2.137675,4.160139,2.999279
"1700030L20Rik - Mus musculus",1917305,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700031F05Rik - Mus musculus",3782410,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700031M16Rik - Mus musculus",1920552,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700034E13Rik - Mus musculus",1925664,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700034F02Rik - Mus musculus",1920574,0.365882,0.254577,0.1,0.1,0.1,0.1,0.1,0.239704,0.1,0.1,0.260777,0.18591,0.231054,0.1
"1700034H14Rik - Mus musculus",1920595,9.633517,8.173276,5.848348,6.77766,2.186454,1.975959,2.465562,3.104734,3.249739,3.986765,8.814283,5.03568,12.074734,7.399853
"1700034H15Rik - Mus musculus",1921515,0.194735,0.312003,0.126508,0.1,0.1,0.1,0.1,0.1,0.428385,0.469064,0.124472,0.1,0.217952,0.1
"1700034I23Rik - Mus musculus",3795712,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700034J05Rik - Mus musculus",1920594,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.110707,0.1,0.1,0.1
"1700034K08Rik - Mus musculus",1925599,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700034O15Rik - Mus musculus",1923856,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700034P13Rik - Mus musculus",1920581,0.556197,0.171428,0.128467,0.226207,0.1,0.1,0.1,0.1,0.405149,0.336463,0.22374,0.1,0.299503,0.1
