gene_id,id,astrocytes_1,astrocytes_2,endothelial_1,endothelial_2,microglia_macrophage_1,microglia_macrophage_2,myelinating_oligodendrocyte_1,myelinating_oligodendrocyte_2,neurons_1,neurons_2,newly_formed_oligodendrocyte_1,newly_formed_oligodendrocyte_2,opc_1,opc_2
"Acsf3 - Mus musculus",2182591,4.3559,3.840075,3.254298,4.013764,2.472957,3.614998,1.714985,2.547843,4.991406,4.832175,3.30079,4.687078,3.275564,5.008541
"Acsl1 - Mus musculus",102797,0.87129,0.773329,17.894703,17.516477,7.721512,6.85599,30.140659,39.31842,5.369921,7.283602,46.397146,35.304327,4.23508,3.683906
"Acsl3 - Mus musculus",1921455,91.672067,55.302762,27.909019,27.769058,2.002655,1.820621,53.108803,65.271109,20.711031,39.487143,184.653235,94.603568,43.963744,32.270716
"Acsl4 - Mus musculus",1354713,9.63891,10.177198,4.228695,3.623214,4.502737,2.487123,1.478063,1.926498,11.411142,13.7658,5.364187,3.067513,7.726054,4.336114
"Acsl5 - Mus musculus",1919129,1.724639,1.480957,19.832394,21.776857,22.209595,16.416771,0.53667,1.020924,2.884789,3.256694,3.924483,4.931761,13.317982,15.816991
"Acsl6 - Mus musculus",894291,152.037111,107.369033,0.604218,0.583041,2.631263,2.23045,1.730777,7.216081,14.200666,20.180406,4.604713,3.839861,44.189815,23.235038
"Acsm1 - Mus musculus",2152200,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Acsm2 - Mus musculus",2385289,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Acsm3 - Mus musculus",99538,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Acsm4 - Mus musculus",2681844,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Acsm5 - Mus musculus",2444086,0.195091,0.104769,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Acss1 - Mus musculus",1915988,58.172878,64.674686,0.167166,0.150691,18.301002,12.86494,0.774466,1.828971,2.722154,3.771299,6.31385,4.611344,21.608692,14.29421
"Acss2 - Mus musculus",1890410,46.514095,42.626802,0.761801,0.694618,1.709159,2.205149,111.631167,104.730521,7.919515,11.052026,66.319212,59.419017,11.726791,12.0614
"Acss3 - Mus musculus",2685720,0.19804,0.26919,9.147722,9.204693,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Acta1 - Mus musculus",87902,0.1,0.1,0.22856,0.1,0.110429,0.513318,0.295406,0.484194,1.641325,0.965841,0.1,0.273603,0.134072,0.170274
"Acta2 - Mus musculus",87909,0.770046,1.459831,1.86104,2.768264,0.114753,0.892396,0.159039,0.328703,0.1,0.1,0.1,0.133078,0.630653,0.448512
"Actb - Mus musculus",87904,352.474643,458.660619,542.949604,481.869753,2113.117569,1875.716777,260.036614,350.91152,374.812205,271.580924,307.577669,489.190688,479.045339,593.727639
"Actbl2 - Mus musculus",2444552,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Actc1 - Mus musculus",87905,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Actg1 - Mus musculus",87906,414.082019,485.503813,770.539696,758.808392,1286.695657,971.313368,189.056533,292.94953,527.744453,514.097716,331.036717,533.386746,375.034967,514.726041
"Actg2 - Mus musculus",104589,0.1,0.1,0.1,0.1,0.1,0.1,0.167868,0.212483,0.1,0.1,0.248913,0.232597,0.1,0.1
"Actl6a - Mus musculus",1861453,12.040956,12.757099,24.464752,26.207908,10.346958,11.061535,7.052833,7.686385,6.26576,7.468864,14.241874,19.784094,11.240625,17.366925
"Actl6b - Mus musculus",1933548,0.153757,0.210184,0.470154,0.375397,2.122266,3.119068,1.056219,2.722314,38.693525,37.973933,1.14198,1.762152,3.863839,6.612222
"Actl7a - Mus musculus",1343051,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Actl7b - Mus musculus",1343053,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.120525,0.1,0.1,0.1,0.1
"Actl9 - Mus musculus",1916731,0.1,0.1,0.1,0.1,0.1,0.115359,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Actn1 - Mus musculus",2137706,6.508614,9.632808,36.225106,34.94207,11.960291,14.854609,0.487689,1.054318,7.274859,9.056457,1.066633,1.103963,3.726946,3.946659
"Actn2 - Mus musculus",109192,0.1,0.171969,0.1,0.1,0.76342,0.822748,0.1,0.150549,0.860991,1.251024,0.1,0.1,0.151235,0.183702
"Actn3 - Mus musculus",99678,0.1,0.149178,0.1,0.1,0.1,0.1,0.206122,0.133818,0.436798,0.529413,0.155867,0.402714,0.1,0.246648
"Actn4 - Mus musculus",1890773,19.611,21.185467,148.19803,146.778401,25.371045,28.093096,28.519564,32.815358,19.620514,24.222868,25.509636,25.847163,19.514097,26.104993
"Actr10 - Mus musculus",1891654,12.971234,12.612632,20.306524,21.943615,10.219219,9.394983,18.56889,18.466078,19.803149,21.162744,21.257877,29.819075,17.8081,25.470077
"Actr1a - Mus musculus",1858964,36.279052,37.532669,58.123998,60.309657,60.263954,71.106167,103.814537,102.506046,74.345122,72.055801,79.753824,122.393407,53.277725,88.555114
"Actr1b - Mus musculus",1917446,25.901985,25.515973,52.499318,54.581256,58.447096,56.424183,38.912841,39.419707,51.089175,51.995826,36.557399,49.185942,30.942696,44.174311
"Actr2 - Mus musculus",1913963,25.722338,29.522571,53.843328,53.269847,45.166772,26.36974,14.368333,18.842226,41.079695,52.342134,52.907085,30.162715,57.404526,32.667764
"Actr3 - Mus musculus",1921367,9.474852,11.909075,75.626695,82.683766,38.957934,29.48602,10.498054,12.160342,21.680857,22.255135,18.113426,17.553212,20.236257,18.933379
"Actr3b - Mus musculus",2661120,24.501817,23.549765,0.521839,0.637592,1.879765,1.40275,2.244996,5.719718,9.496281,7.645021,5.110246,8.09071,7.965108,9.842626
"Actr5 - Mus musculus",1924748,3.403669,3.646154,3.245283,4.559909,4.932342,5.165414,1.69284,1.591685,4.400557,3.001479,3.07265,2.846417,3.589326,4.762367
"Actr6 - Mus musculus",1914269,7.517276,7.723884,5.304318,5.73829,1.210509,0.826333,4.419759,4.697749,6.48394,7.192238,8.785071,4.244537,9.90743,8.491701
"Actr8 - Mus musculus",1860775,9.664631,8.396917,8.478166,7.515088,5.211572,5.531217,7.696007,6.862977,6.985876,8.912243,8.419204,8.511158,9.245891,10.499115
"Actrt1 - Mus musculus",1920610,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Actrt2 - Mus musculus",1920603,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Acvr1 - Mus musculus",87911,12.846045,12.074624,19.538802,18.619122,11.285707,11.858848,3.039346,3.875745,9.512746,9.409949,5.545368,7.423761,10.715067,12.706466
"Acvr1b - Mus musculus",1338944,3.986595,4.904539,0.287385,0.243013,5.876534,5.451673,0.945433,1.745862,19.513163,15.403151,4.87615,5.215918,11.397252,13.104849
"Acvr1c - Mus musculus",2661081,0.478915,0.281993,0.1,0.1,0.1,0.1,0.1,0.1,0.127676,0.164452,0.1,0.1,0.1,0.1
"Acvr2a - Mus musculus",102806,5.252956,5.391318,5.910243,5.179773,0.842059,0.561297,0.1,0.421221,12.607276,11.428184,3.857151,2.528833,9.635514,5.01638
"Acvr2b - Mus musculus",87912,1.591275,2.032153,0.761361,0.807728,1.541762,1.753015,0.578614,0.722156,4.395835,2.754094,2.994852,2.799811,2.352803,2.50646
"Acvrl1 - Mus musculus",1338946,0.884181,0.628965,125.551475,123.732172,10.551487,15.479755,0.147127,0.187667,0.485327,0.225237,0.1,0.140427,0.918679,0.603506
"Acy1 - Mus musculus",87913,7.719924,7.156354,2.493453,3.184674,14.847342,16.74011,19.200236,17.889509,3.373985,3.82226,12.688951,14.974796,4.864776,5.549222
"Acy3 - Mus musculus",1918920,0.503471,0.576987,5.326696,5.237429,0.353818,0.403552,29.762238,13.73846,0.191913,0.48883,6.755708,3.141025,0.15746,0.137518
"Acyp1 - Mus musculus",1913454,4.747525,4.387115,13.028884,17.550517,3.427087,2.430804,14.454797,13.595305,6.392025,7.658235,12.460279,10.588852,6.086079,6.245118
"Acyp2 - Mus musculus",1922822,15.793734,12.878659,18.544751,23.991734,1.120578,1.272084,12.835104,11.532642,11.117169,10.818257,28.13116,28.94824,16.481373,13.553741
"Ada - Mus musculus",87916,0.110058,0.344719,0.80616,1.26242,2.099658,1.276895,0.455977,0.902555,0.853186,1.192993,0.992311,1.328055,0.953581,1.981964
"Adad1 - Mus musculus",103258,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adad2 - Mus musculus",1923023,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adal - Mus musculus",1923144,7.282865,5.988984,4.752657,4.627777,1.64041,1.23816,5.948146,5.377042,3.958702,6.279073,9.353871,7.506638,7.700212,7.35539
"Adam10 - Mus musculus",109548,25.494839,24.310741,106.417695,102.928649,20.630615,14.519846,5.922465,7.170128,12.640629,12.670712,22.804398,11.750615,39.980108,22.76858
"Adam11 - Mus musculus",1098667,5.4107,4.026407,0.501889,0.413238,1.352087,2.011122,2.27175,4.461257,7.327255,5.20544,18.135808,16.073215,8.47584,8.245561
"Adam12 - Mus musculus",105378,0.722463,1.156757,0.493895,0.378095,0.1,0.1,1.526741,2.404311,0.473501,0.937361,6.743228,5.129073,18.570608,14.965803
"Adam15 - Mus musculus",1333882,13.611393,14.045527,73.982242,74.811514,158.728799,200.445284,20.106838,21.472647,29.947345,30.661108,14.981078,17.916641,20.66869,21.926787
"Adam17 - Mus musculus",1096335,18.711733,19.121123,19.992818,18.919662,21.978799,15.214522,6.831153,9.185411,2.214006,3.597267,23.302356,13.695441,21.768248,13.29926
"Adam18 - Mus musculus",105986,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.172805,0.1,0.1,0.326613,0.43914,0.558172,0.127638
"Adam19 - Mus musculus",105377,0.136646,0.282411,1.062149,0.929841,0.539504,0.310751,8.214491,11.341422,4.543984,3.576899,4.302806,2.454636,1.994699,1.696985
"Adam1a - Mus musculus",2429504,0.476559,0.299133,0.561489,0.493149,0.1,0.1,0.284749,0.477458,0.9395,1.359104,1.125293,0.582235,0.614643,0.354611
"Adam1b - Mus musculus",2429506,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.106869,0.302628,0.1,0.1,0.1,0.1
"Adam2 - Mus musculus",1340894,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adam21 - Mus musculus",1861229,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.200187,0.331836,0.1,0.1,0.1,0.1
"Adam22 - Mus musculus",1340046,3.09899,3.414474,0.132914,0.134482,0.295005,0.248754,4.935146,7.934762,17.653064,18.98795,18.154021,9.248273,19.753325,11.683715
"Adam23 - Mus musculus",1345162,1.127725,1.726769,0.143601,0.104089,0.165175,0.275683,2.01662,3.343999,12.616319,11.52139,13.740238,15.753312,15.525341,16.763757
"Adam24 - Mus musculus",105984,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adam25 - Mus musculus",1345157,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adam26a - Mus musculus",105985,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adam26b - Mus musculus",3588304,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adam28 - Mus musculus",105988,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adam29 - Mus musculus",2676326,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adam3 - Mus musculus",102518,0.1,0.1,0.1,0.1,0.195577,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adam30 - Mus musculus",1918328,0.1,0.132119,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adam32 - Mus musculus",2653822,0.1,0.129106,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.116482,0.150574,0.1,0.202443,0.1
"Adam33 - Mus musculus",1341813,0.1,0.1,0.1,0.1,1.127081,0.891104,0.1,0.1,0.134001,0.1,0.1,0.1,0.1,0.1
"Adam34 - Mus musculus",2181992,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.136454,0.1
"Adam39 - Mus musculus",3045694,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adam4 - Mus musculus",3645350,0.316776,0.155523,0.1,0.1,0.1,0.1,0.1,0.1,0.191386,0.204522,0.1,0.106328,0.1,0.1
"Adam5 - Mus musculus",104730,0.1,0.1,0.193809,0.344028,0.1,0.1,0.1,0.1,0.1,0.1,0.196715,0.299375,0.670284,0.638401
"Adam6a - Mus musculus",2676316,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adam6b - Mus musculus",2444636,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adam7 - Mus musculus",107247,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adam8 - Mus musculus",107825,0.670093,0.918202,0.126474,0.156936,3.525759,2.424024,0.132175,0.113812,1.03933,1.331524,0.445348,0.314552,1.199927,0.421097
"Adam9 - Mus musculus",105376,11.028858,14.358493,8.572343,7.527017,7.547205,3.635241,13.404798,16.495027,8.114218,11.007259,60.647465,35.759108,108.231498,62.072925
"Adamdec1 - Mus musculus",1917650,0.1,0.1,0.103058,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adamts1 - Mus musculus",109249,55.012483,59.586503,131.820401,119.814634,155.471459,67.115161,0.838089,1.269371,3.463463,2.998304,4.704985,4.322782,38.673133,17.518192
"Adamts10 - Mus musculus",2449112,9.597967,8.877814,16.13267,18.390906,4.363746,3.359958,0.1,0.156009,9.364474,8.188678,2.997486,3.279798,12.350271,10.946098
"Adamts12 - Mus musculus",2146046,1.423015,1.494157,1.764272,1.512874,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.648486,1.067536
"Adamts13 - Mus musculus",2685556,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.107379,0.139709,0.1,0.1,0.1,0.1
"Adamts14 - Mus musculus",2179942,0.1,0.1,0.1,0.1,0.1,0.120152,0.1,0.1,0.784125,1.058979,0.1,0.1,0.1,0.102393
"Adamts15 - Mus musculus",2449569,0.944795,0.796784,0.1,0.1,0.1,0.1,0.1,0.1,3.119526,3.9392,0.1,0.1,0.129266,0.100073
"Adamts16 - Mus musculus",2429637,2.717737,1.007586,0.493222,0.688154,3.770895,3.884675,0.1,0.1,0.979896,0.790406,0.140499,0.1,0.93573,0.815896
"Adamts17 - Mus musculus",3588195,0.11012,0.136822,0.37654,0.472163,0.1,0.1,0.1,0.102461,2.426372,2.623059,0.896006,1.078304,0.653834,0.753134
"Adamts18 - Mus musculus",2442600,0.113359,1.052516,0.1,0.1,0.1,0.1,0.1,0.1,0.324219,0.464337,0.1,0.1,0.1,0.1
"Adamts19 - Mus musculus",2442875,0.376377,0.502162,0.1,0.1,0.1,0.1,0.1,0.1,0.295266,0.203724,0.1,0.1,0.153164,0.1
"Adamts2 - Mus musculus",1347356,0.429688,0.385988,0.1,0.1,0.1,0.1,4.716846,3.751994,0.442402,0.152351,2.347307,1.103779,1.191242,1.468783
"Adamts20 - Mus musculus",2660628,2.115656,2.87199,0.1,0.1,0.1,0.1,1.170436,2.123337,0.713385,0.85507,1.507066,0.902486,2.312037,1.323006
"Adamts3 - Mus musculus",3045353,4.050277,5.121915,0.1,0.1,0.1,0.1,0.1,0.115262,1.281687,1.997265,0.74334,0.425596,2.440177,1.114855
"Adamts4 - Mus musculus",1339949,0.320448,0.669466,3.941448,3.769792,0.407008,0.406269,57.469683,65.359921,1.398026,0.733656,163.001583,92.128048,1.344775,1.59854
"Adamts5 - Mus musculus",1346321,3.767327,1.770117,0.229829,0.155601,0.1,0.1,0.1,0.1,0.495868,0.417105,0.337492,0.251232,1.83681,0.999389
"Adamts6 - Mus musculus",1347348,8.670551,9.423386,0.359113,0.243221,0.195214,0.294587,0.189016,0.159788,0.649495,1.408294,2.180674,0.872357,5.254149,1.659138
"Adamts7 - Mus musculus",1347346,0.690709,0.999296,0.823975,0.869747,0.1,0.1,0.1,0.138989,1.635773,1.422933,0.487722,0.524589,1.333994,2.061043
"Adamts8 - Mus musculus",1353468,0.219086,0.350265,2.752566,2.516557,0.1,0.1,0.1,0.1,0.499199,0.79543,0.1,0.131671,0.810575,1.238863
"Adamts9 - Mus musculus",1916320,4.953548,4.729348,16.838255,15.763941,0.1,0.1,0.1,0.1,0.258593,0.527957,0.367381,0.256698,2.908303,1.717537
"Adamtsl1 - Mus musculus",1924989,0.1,0.1,0.1,0.1,0.1,0.1,0.182005,0.126518,0.294114,0.437273,0.137987,0.1,0.229228,0.267331
"Adamtsl2 - Mus musculus",1925044,0.465498,0.671487,80.829951,86.935464,1.682528,3.652895,0.1,0.146765,1.018168,1.027992,0.1,0.1,0.202948,0.307467
"Adamtsl3 - Mus musculus",3028499,0.218305,0.344991,0.1,0.1,0.1,0.1,0.1,0.1,0.104482,0.524757,1.188347,0.712873,5.889991,4.215404
"Adamtsl4 - Mus musculus",2389008,0.263729,0.437513,0.201674,0.413644,0.365314,0.504128,4.276135,3.365691,0.162429,0.1,1.604087,0.723542,0.162598,0.185085
"Adamtsl5 - Mus musculus",1913798,0.390871,0.203918,0.19486,0.343335,0.438245,0.130714,0.151617,0.111155,0.1,0.1,0.1,0.1,0.379575,0.538053
"Adap1 - Mus musculus",2442201,0.702174,0.842754,0.954345,0.816149,17.873343,26.964654,94.106927,99.034051,35.896329,32.297424,27.236317,31.06915,5.32824,15.625311
"Adap2 - Mus musculus",2663075,0.13927,0.136893,1.508996,1.881866,29.677915,14.409198,0.1,0.128529,0.177824,0.107125,0.1,0.1,5.054785,0.472845
"Adar - Mus musculus",1889575,10.293501,9.826057,5.270349,4.985561,7.387606,7.334047,1.626316,2.484513,18.029901,19.417862,5.255051,7.281137,9.367988,11.115501
"Adarb1 - Mus musculus",891999,0.594128,0.88909,1.329431,1.228589,2.506676,2.487634,0.868549,2.360661,9.275583,11.876381,1.364211,1.565658,4.094532,4.850968
"Adarb2 - Mus musculus",2151118,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.469618,7.389756,0.993855,0.612748,4.723111,2.081074
"Adat1 - Mus musculus",1353631,1.014975,0.960431,0.287423,0.371906,0.300752,0.368449,0.183426,0.30054,0.891274,1.046265,0.663749,0.5566,1.052824,0.780534
"Adat2 - Mus musculus",1914007,2.3551,2.115789,4.080306,5.454227,0.808958,0.837422,1.36534,1.393698,1.817662,1.66294,2.044824,2.615951,3.168728,3.246512
"Adat3 - Mus musculus",1924344,1.365242,1.226997,2.198485,2.31439,2.395561,3.099811,1.484419,1.416893,2.494813,2.660811,1.784766,1.808391,1.245195,1.996135
"Adc - Mus musculus",2442093,1.398964,1.407394,1.323541,1.830275,1.00288,1.061966,0.638898,1.124293,11.269461,12.063095,0.687408,0.670968,2.371784,4.581067
"Adck1 - Mus musculus",1919363,8.541764,7.23991,5.550153,5.306881,9.011722,14.529595,6.224837,6.079796,6.878063,6.33311,6.344596,8.333066,9.886505,13.975727
"Adck2 - Mus musculus",1889336,5.761295,3.96766,3.764217,4.028487,5.545114,8.916865,3.650689,3.177262,4.950238,4.353459,4.487461,4.92553,6.460999,8.269052
"Adck4 - Mus musculus",1924139,15.65101,18.304358,3.870243,3.906416,10.401425,16.874643,6.949556,6.825804,7.78956,9.176175,7.661752,10.568317,5.994798,8.687101
"Adck5 - Mus musculus",2679274,4.128284,3.768246,2.946741,3.192148,3.97249,5.141559,1.293372,1.142875,5.002913,5.781955,2.218638,2.944821,4.093017,5.282489
"Adcy1 - Mus musculus",99677,1.121574,1.439059,0.175027,0.156223,1.421694,1.556981,1.285399,4.40012,26.032953,30.91462,2.935176,3.581494,6.004992,9.169055
"Adcy10 - Mus musculus",2660854,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adcy2 - Mus musculus",99676,46.534504,23.955101,0.237543,0.361985,1.504017,1.533255,1.345032,3.978792,15.841666,14.734989,2.050214,2.983519,15.298607,14.746283
"Adcy3 - Mus musculus",99675,6.522254,5.959595,0.957763,0.982103,1.857489,2.078468,0.1,0.668242,7.212974,6.115811,3.468236,4.229987,14.315313,20.52966
"Adcy4 - Mus musculus",99674,0.360178,0.37028,34.24268,33.792286,0.250877,0.684516,0.1,0.155153,0.198225,0.1,0.1,0.1,0.204771,0.124391
"Adcy5 - Mus musculus",99673,0.494813,0.831395,0.215077,0.271492,1.009699,1.639725,24.637221,24.368164,17.763825,17.249793,15.981471,16.283298,12.719142,19.139318
"Adcy6 - Mus musculus",87917,13.458736,12.440578,10.037018,9.597063,2.604621,2.894577,5.04355,4.859561,10.110969,11.399264,10.52074,10.073169,10.904904,8.811477
"Adcy7 - Mus musculus",102891,0.143538,0.208584,0.125455,0.162648,25.264643,18.8279,0.1,0.1,1.074095,1.355914,0.254826,0.160369,2.670309,0.728709
"Adcy8 - Mus musculus",1341110,3.659224,2.926482,0.1,0.1,0.172871,0.1,0.1,0.246271,12.75225,15.252383,0.773515,1.237027,5.617868,7.214484
"Adcy9 - Mus musculus",108450,3.081705,2.278114,2.117497,2.173125,2.323942,2.713296,2.062932,1.979969,2.917172,2.593379,2.539539,2.302173,2.727245,2.497865
"Adcyap1 - Mus musculus",105094,0.1,0.145232,0.1,0.141151,0.196345,0.1,0.115292,0.127084,4.055816,3.037359,0.1,0.1,0.127601,0.157113
"Adcyap1r1 - Mus musculus",108449,194.320787,178.736696,0.512247,0.485194,1.539349,1.806427,0.934748,4.906747,24.049779,21.617784,28.814066,45.633807,70.805238,91.783222
"Add1 - Mus musculus",87918,64.513741,54.6161,51.660472,51.679867,35.6099,41.269609,131.317238,139.491111,63.923931,62.717825,185.20036,205.976035,65.661504,82.484185
"Add2 - Mus musculus",87919,0.342209,0.415421,0.223945,0.201687,0.71845,1.155542,0.237199,1.54002,14.254661,16.649619,1.691043,2.462636,6.233366,11.973754
"Add3 - Mus musculus",1351615,43.638136,38.284169,28.57448,26.83394,4.504336,4.193853,11.191065,13.831277,14.321559,21.621421,27.02693,20.993704,27.413715,21.851742
"Adh1 - Mus musculus",87921,0.1,0.1,15.628873,14.630333,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.100317
"Adh4 - Mus musculus",1349472,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adh5 - Mus musculus",87929,24.603507,26.30101,42.928344,47.175837,33.826212,26.779377,44.659865,39.769527,26.908038,26.655654,44.756099,47.529186,41.747969,56.767329
"Adh6-ps1 - Mus musculus",1918999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adh6a - Mus musculus",1916367,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adh7 - Mus musculus",87926,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adhfe1 - Mus musculus",1923437,22.100322,21.200813,0.121967,0.1,0.296604,0.362591,0.250104,0.84528,0.575161,0.915099,1.346175,1.423157,3.472187,1.965358
"Adi1 - Mus musculus",2144929,4.784944,4.560766,9.81594,9.681162,22.749192,20.90471,158.84503,134.865361,8.237615,10.586399,76.254052,75.468432,13.939627,15.868535
"Adipoq - Mus musculus",106675,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Adipor1 - Mus musculus",1919924,30.795881,32.969902,172.987639,174.161246,86.010358,76.553516,85.567252,75.293473,36.047885,31.185787,60.595039,68.806899,33.979067,33.769041
"Adipor2 - Mus musculus",93830,16.80628,17.501526,30.503635,31.07945,24.050899,27.159728,41.636949,34.32129,16.44082,12.904847,25.241048,24.773053,18.513398,25.935221
"Adk - Mus musculus",87930,45.183335,27.821532,11.436768,11.025952,4.194775,3.315948,22.359478,22.351151,8.353539,16.822484,21.129211,25.500674,30.472373,28.337456
"Adm - Mus musculus",108058,2.776209,2.432322,91.219346,92.131177,1.677963,1.358818,0.165345,0.462973,1.332625,0.715917,1.860524,1.258149,9.525281,8.860977
"Adm2 - Mus musculus",2675256,0.1,0.1,0.1,0.151956,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.148677
"Adnp - Mus musculus",1338758,28.332805,24.602443,18.717653,17.245538,7.738035,5.698339,4.5824,6.24086,31.238243,40.956711,18.809247,21.280535,31.200633,25.398471
"Adnp2 - Mus musculus",2448562,4.716721,3.812356,2.857271,2.854366,2.928128,4.055204,1.009512,1.143049,3.874034,3.672651,2.062345,1.853399,3.513067,3.474865
"Ado - Mus musculus",2685083,2.083485,2.472138,2.365485,2.313387,8.505476,6.694811,64.727897,64.031135,7.081897,6.004349,60.543453,57.888497,11.649487,13.543431
"Adora1 - Mus musculus",99401,11.839287,9.194937,0.205781,0.136416,2.362532,3.272583,17.643221,16.632154,6.160054,4.544272,11.179069,9.276862,34.817849,48.894698
"Adora2a - Mus musculus",99402,4.044729,4.653756,32.460518,37.534684,0.614966,0.800431,0.120165,0.303477,1.799479,1.846505,0.124702,0.1,0.771473,0.956597
"Adora2b - Mus musculus",99403,32.117014,34.549137,0.332137,0.341565,0.836766,0.641669,0.1,0.691471,1.375467,1.512854,1.177257,1.328958,7.910999,9.673708
"Adora3 - Mus musculus",104847,0.1,0.1,0.1,0.1,41.372909,53.557422,0.172052,0.158827,0.1,0.1,0.1,0.1,2.329324,1.028735
"Adpgk - Mus musculus",1919391,16.259001,12.195908,10.24261,10.170425,6.45505,6.827133,7.901885,8.731642,6.127399,5.480446,12.896888,14.304502,9.120484,10.218928
"Adprh - Mus musculus",1098234,25.370687,26.824064,39.471025,45.338813,55.947443,83.660615,34.04141,32.890343,31.863984,25.882175,34.074625,45.394684,45.671363,59.866689
"Adprhl1 - Mus musculus",2442168,0.1,0.1,0.1,0.1,0.1,0.1,0.263721,0.179104,0.620587,0.926969,0.1,0.1,0.1,0.1
"Adprhl2 - Mus musculus",2140364,10.741519,11.383331,9.443303,9.670949,16.813511,23.730992,3.672983,4.400981,11.843417,9.88066,5.171374,7.821998,9.822335,16.752274
"Adra1a - Mus musculus",104773,2.57683,2.032982,0.1,0.1,0.1,0.1,0.1,0.159347,1.549154,1.372752,0.403583,0.455503,2.486313,1.663578
