sample,fastq_1,fastq_2,strandedness,mouse_n,population,inoculum,dpi,group_assignment,inoculation_batch,sample_mass_mg,date_nuc_prep,incubation_time_hrs
918270-ME7-120-18-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918270-ME7-120-18-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918270-ME7-120-18-PU1_R2.fastq.gz,auto,918270,PU1,ME7,120,group_ME7_120,BATCH4,252,2025-06-12,17.52
916534-RML-90-9-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916534-RML-90-9-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916534-RML-90-9-NeuN_R2.fastq.gz,auto,916534,NeuN,RML,90,group_RML_90,BATCH2,213,2025-06-12,17.85
916534-RML-90-9-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916534-RML-90-9-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916534-RML-90-9-SOX10_R2.fastq.gz,auto,916534,SOX10,RML,90,group_RML_90,BATCH2,213,2025-06-12,17.85
916534-RML-90-9-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916534-RML-90-9-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916534-RML-90-9-SOX2_R2.fastq.gz,auto,916534,SOX2,RML,90,group_RML_90,BATCH2,213,2025-06-12,17.85
916534-RML-90-9-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916534-RML-90-9-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916534-RML-90-9-PU1_R2.fastq.gz,auto,916534,PU1,RML,90,group_RML_90,BATCH2,213,2025-06-12,17.85
918271-22L-90-11-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918271-22L-90-11-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918271-22L-90-11-NeuN_R2.fastq.gz,auto,918271,NeuN,22L,90,group_22L_90,BATCH4,232,2025-06-16,19.83
918271-22L-90-11-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918271-22L-90-11-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918271-22L-90-11-SOX10_R2.fastq.gz,auto,918271,SOX10,22L,90,group_22L_90,BATCH4,232,2025-06-16,19.83
918271-22L-90-11-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918271-22L-90-11-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918271-22L-90-11-SOX2_R2.fastq.gz,auto,918271,SOX2,22L,90,group_22L_90,BATCH4,232,2025-06-16,19.83
918271-22L-90-11-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918271-22L-90-11-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918271-22L-90-11-PU1_R2.fastq.gz,auto,918271,PU1,22L,90,group_22L_90,BATCH4,232,2025-06-16,19.83
916510-22L-60-3-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916510-22L-60-3-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916510-22L-60-3-NeuN_R2.fastq.gz,auto,916510,NeuN,22L,60,group_22L_60,BATCH2,242,2025-06-16,19.95
916510-22L-60-3-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916510-22L-60-3-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916510-22L-60-3-SOX10_R2.fastq.gz,auto,916510,SOX10,22L,60,group_22L_60,BATCH2,242,2025-06-16,19.95
916510-22L-60-3-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916510-22L-60-3-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916510-22L-60-3-SOX2_R2.fastq.gz,auto,916510,SOX2,22L,60,group_22L_60,BATCH2,242,2025-06-16,19.95
916510-22L-60-3-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916510-22L-60-3-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916510-22L-60-3-PU1_R2.fastq.gz,auto,916510,PU1,22L,60,group_22L_60,BATCH2,242,2025-06-16,19.95
918269-22L-120-19-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918269-22L-120-19-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918269-22L-120-19-NeuN_R2.fastq.gz,auto,918269,NeuN,22L,120,group_22L_120,BATCH4,232,2025-06-17,17.58
918269-22L-120-19-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918269-22L-120-19-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918269-22L-120-19-SOX10_R2.fastq.gz,auto,918269,SOX10,22L,120,group_22L_120,BATCH4,232,2025-06-17,17.58
918269-22L-120-19-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918269-22L-120-19-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918269-22L-120-19-SOX2_R2.fastq.gz,auto,918269,SOX2,22L,120,group_22L_120,BATCH4,232,2025-06-17,17.58
918269-22L-120-19-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918269-22L-120-19-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918269-22L-120-19-PU1_R2.fastq.gz,auto,918269,PU1,22L,120,group_22L_120,BATCH4,232,2025-06-17,17.58
918273-RML-60-1-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918273-RML-60-1-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918273-RML-60-1-NeuN_R2.fastq.gz,auto,918273,NeuN,RML,60,group_RML_60,BATCH4,179,2025-06-17,17.57
918273-RML-60-1-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918273-RML-60-1-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918273-RML-60-1-SOX10_R2.fastq.gz,auto,918273,SOX10,RML,60,group_RML_60,BATCH4,179,2025-06-17,17.57
918273-RML-60-1-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918273-RML-60-1-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918273-RML-60-1-SOX2_R2.fastq.gz,auto,918273,SOX2,RML,60,group_RML_60,BATCH4,179,2025-06-17,17.57
918273-RML-60-1-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918273-RML-60-1-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918273-RML-60-1-PU1_R2.fastq.gz,auto,918273,PU1,RML,60,group_RML_60,BATCH4,179,2025-06-17,17.57
918284-22L-60-3-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918284-22L-60-3-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918284-22L-60-3-NeuN_R2.fastq.gz,auto,918284,NeuN,22L,60,group_22L_60,BATCH4,235,2025-06-18,18.9
918284-22L-60-3-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918284-22L-60-3-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918284-22L-60-3-SOX10_R2.fastq.gz,auto,918284,SOX10,22L,60,group_22L_60,BATCH4,235,2025-06-18,18.9
918284-22L-60-3-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918284-22L-60-3-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918284-22L-60-3-SOX2_R2.fastq.gz,auto,918284,SOX2,22L,60,group_22L_60,BATCH4,235,2025-06-18,18.9
918284-22L-60-3-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918284-22L-60-3-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918284-22L-60-3-PU1_R2.fastq.gz,auto,918284,PU1,22L,60,group_22L_60,BATCH4,235,2025-06-18,18.9
917430-22L-90-11-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917430-22L-90-11-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917430-22L-90-11-NeuN_R2.fastq.gz,auto,917430,NeuN,22L,90,group_22L_90,BATCH3,207,2025-06-18,19.53
917430-22L-90-11-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917430-22L-90-11-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917430-22L-90-11-SOX10_R2.fastq.gz,auto,917430,SOX10,22L,90,group_22L_90,BATCH3,207,2025-06-18,19.53
917430-22L-90-11-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917430-22L-90-11-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917430-22L-90-11-SOX2_R2.fastq.gz,auto,917430,SOX2,22L,90,group_22L_90,BATCH3,207,2025-06-18,19.53
917430-22L-90-11-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917430-22L-90-11-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917430-22L-90-11-PU1_R2.fastq.gz,auto,917430,PU1,22L,90,group_22L_90,BATCH3,207,2025-06-18,19.53
917442-ME7-60-2-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917442-ME7-60-2-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917442-ME7-60-2-NeuN_R2.fastq.gz,auto,917442,NeuN,ME7,60,group_ME7_60,BATCH3,248,2025-06-19,18.67
917442-ME7-60-2-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917442-ME7-60-2-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917442-ME7-60-2-SOX10_R2.fastq.gz,auto,917442,SOX10,ME7,60,group_ME7_60,BATCH3,248,2025-06-19,18.67
917442-ME7-60-2-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917442-ME7-60-2-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917442-ME7-60-2-SOX2_R2.fastq.gz,auto,917442,SOX2,ME7,60,group_ME7_60,BATCH3,248,2025-06-19,18.67
917442-ME7-60-2-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917442-ME7-60-2-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917442-ME7-60-2-PU1_R2.fastq.gz,auto,917442,PU1,ME7,60,group_ME7_60,BATCH3,248,2025-06-19,18.67
918267-ME7-120-18-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918267-ME7-120-18-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918267-ME7-120-18-NeuN_R2.fastq.gz,auto,918267,NeuN,ME7,120,group_ME7_120,BATCH4,234,2025-06-19,19.03
918267-ME7-120-18-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918267-ME7-120-18-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918267-ME7-120-18-SOX10_R2.fastq.gz,auto,918267,SOX10,ME7,120,group_ME7_120,BATCH4,234,2025-06-19,19.03
918267-ME7-120-18-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918267-ME7-120-18-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918267-ME7-120-18-SOX2_R2.fastq.gz,auto,918267,SOX2,ME7,120,group_ME7_120,BATCH4,234,2025-06-19,19.03
918267-ME7-120-18-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918267-ME7-120-18-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918267-ME7-120-18-PU1_R2.fastq.gz,auto,918267,PU1,ME7,120,group_ME7_120,BATCH4,234,2025-06-19,19.03
916486-ME7-60-2-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916486-ME7-60-2-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916486-ME7-60-2-NeuN_R2.fastq.gz,auto,916486,NeuN,ME7,60,group_ME7_60,BATCH1,241,2025-06-25,18.8
916486-ME7-60-2-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916486-ME7-60-2-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916486-ME7-60-2-SOX10_R2.fastq.gz,auto,916486,SOX10,ME7,60,group_ME7_60,BATCH1,241,2025-06-25,18.8
916486-ME7-60-2-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916486-ME7-60-2-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916486-ME7-60-2-SOX2_R2.fastq.gz,auto,916486,SOX2,ME7,60,group_ME7_60,BATCH1,241,2025-06-25,18.8
916486-ME7-60-2-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916486-ME7-60-2-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916486-ME7-60-2-PU1_R2.fastq.gz,auto,916486,PU1,ME7,60,group_ME7_60,BATCH1,241,2025-06-25,18.8
916445-22L-90-11-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916445-22L-90-11-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916445-22L-90-11-NeuN_R2.fastq.gz,auto,916445,NeuN,22L,90,group_22L_90,BATCH1,220,2025-06-25,19.33
916445-22L-90-11-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916445-22L-90-11-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916445-22L-90-11-SOX10_R2.fastq.gz,auto,916445,SOX10,22L,90,group_22L_90,BATCH1,220,2025-06-25,19.33
916445-22L-90-11-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916445-22L-90-11-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916445-22L-90-11-SOX2_R2.fastq.gz,auto,916445,SOX2,22L,90,group_22L_90,BATCH1,220,2025-06-25,19.33
916445-22L-90-11-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916445-22L-90-11-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916445-22L-90-11-PU1_R2.fastq.gz,auto,916445,PU1,22L,90,group_22L_90,BATCH1,220,2025-06-25,19.33
916495-CBH-120-20-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916495-CBH-120-20-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916495-CBH-120-20-NeuN_R2.fastq.gz,auto,916495,NeuN,CBH,120,group_CBH_120,BATCH1,270,2025-06-26,18.78
916495-CBH-120-20-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916495-CBH-120-20-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916495-CBH-120-20-SOX10_R2.fastq.gz,auto,916495,SOX10,CBH,120,group_CBH_120,BATCH1,270,2025-06-26,18.78
916495-CBH-120-20-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916495-CBH-120-20-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916495-CBH-120-20-SOX2_R2.fastq.gz,auto,916495,SOX2,CBH,120,group_CBH_120,BATCH1,270,2025-06-26,18.78
916495-CBH-120-20-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916495-CBH-120-20-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916495-CBH-120-20-PU1_R2.fastq.gz,auto,916495,PU1,CBH,120,group_CBH_120,BATCH1,270,2025-06-26,18.78
918286-RML-120-17-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918286-RML-120-17-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918286-RML-120-17-NeuN_R2.fastq.gz,auto,918286,NeuN,RML,120,group_RML_120,BATCH4,197,2025-06-26,19.0
918286-RML-120-17-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918286-RML-120-17-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918286-RML-120-17-SOX10_R2.fastq.gz,auto,918286,SOX10,RML,120,group_RML_120,BATCH4,197,2025-06-26,19.0
918286-RML-120-17-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918286-RML-120-17-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918286-RML-120-17-SOX2_R2.fastq.gz,auto,918286,SOX2,RML,120,group_RML_120,BATCH4,197,2025-06-26,19.0
918286-RML-120-17-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918286-RML-120-17-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918286-RML-120-17-PU1_R2.fastq.gz,auto,918286,PU1,RML,120,group_RML_120,BATCH4,197,2025-06-26,19.0
918266-CBH-120-20-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918266-CBH-120-20-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918266-CBH-120-20-NeuN_R2.fastq.gz,auto,918266,NeuN,CBH,120,group_CBH_120,BATCH4,254,2025-06-30,19.05
918266-CBH-120-20-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918266-CBH-120-20-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918266-CBH-120-20-SOX10_R2.fastq.gz,auto,918266,SOX10,CBH,120,group_CBH_120,BATCH4,254,2025-06-30,19.05
918266-CBH-120-20-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918266-CBH-120-20-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918266-CBH-120-20-SOX2_R2.fastq.gz,auto,918266,SOX2,CBH,120,group_CBH_120,BATCH4,254,2025-06-30,19.05
918266-CBH-120-20-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918266-CBH-120-20-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918266-CBH-120-20-PU1_R2.fastq.gz,auto,918266,PU1,CBH,120,group_CBH_120,BATCH4,254,2025-06-30,19.05
918268-22L-60-3-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918268-22L-60-3-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918268-22L-60-3-NeuN_R2.fastq.gz,auto,918268,NeuN,22L,60,group_22L_60,BATCH4,224,2025-06-30,19.73
918268-22L-60-3-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918268-22L-60-3-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918268-22L-60-3-SOX10_R2.fastq.gz,auto,918268,SOX10,22L,60,group_22L_60,BATCH4,224,2025-06-30,19.73
918268-22L-60-3-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918268-22L-60-3-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918268-22L-60-3-SOX2_R2.fastq.gz,auto,918268,SOX2,22L,60,group_22L_60,BATCH4,224,2025-06-30,19.73
918268-22L-60-3-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918268-22L-60-3-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918268-22L-60-3-PU1_R2.fastq.gz,auto,918268,PU1,22L,60,group_22L_60,BATCH4,224,2025-06-30,19.73
918272-RML-90-9-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918272-RML-90-9-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918272-RML-90-9-NeuN_R2.fastq.gz,auto,918272,NeuN,RML,90,group_RML_90,BATCH4,215,2025-07-01,17.47
918272-RML-90-9-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918272-RML-90-9-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918272-RML-90-9-SOX10_R2.fastq.gz,auto,918272,SOX10,RML,90,group_RML_90,BATCH4,215,2025-07-01,17.47
918272-RML-90-9-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918272-RML-90-9-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918272-RML-90-9-SOX2_R2.fastq.gz,auto,918272,SOX2,RML,90,group_RML_90,BATCH4,215,2025-07-01,17.47
918272-RML-90-9-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918272-RML-90-9-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918272-RML-90-9-PU1_R2.fastq.gz,auto,918272,PU1,RML,90,group_RML_90,BATCH4,215,2025-07-01,17.47
918281-22L-90-11-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918281-22L-90-11-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918281-22L-90-11-NeuN_R2.fastq.gz,auto,918281,NeuN,22L,90,group_22L_90,BATCH4,285,2025-07-01,17.77
918281-22L-90-11-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918281-22L-90-11-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918281-22L-90-11-SOX10_R2.fastq.gz,auto,918281,SOX10,22L,90,group_22L_90,BATCH4,285,2025-07-01,17.77
918281-22L-90-11-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918281-22L-90-11-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918281-22L-90-11-SOX2_R2.fastq.gz,auto,918281,SOX2,22L,90,group_22L_90,BATCH4,285,2025-07-01,17.77
918281-22L-90-11-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918281-22L-90-11-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918281-22L-90-11-PU1_R2.fastq.gz,auto,918281,PU1,22L,90,group_22L_90,BATCH4,285,2025-07-01,17.77
916554-RML-90-9-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916554-RML-90-9-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916554-RML-90-9-NeuN_R2.fastq.gz,auto,916554,NeuN,RML,90,group_RML_90,BATCH2,262,2025-07-14,17.93
916554-RML-90-9-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916554-RML-90-9-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916554-RML-90-9-SOX10_R2.fastq.gz,auto,916554,SOX10,RML,90,group_RML_90,BATCH2,262,2025-07-14,17.93
916554-RML-90-9-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916554-RML-90-9-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916554-RML-90-9-SOX2_R2.fastq.gz,auto,916554,SOX2,RML,90,group_RML_90,BATCH2,262,2025-07-14,17.93
916554-RML-90-9-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916554-RML-90-9-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916554-RML-90-9-PU1_R2.fastq.gz,auto,916554,PU1,RML,90,group_RML_90,BATCH2,262,2025-07-14,17.93
916477-RML-120-17-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916477-RML-120-17-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916477-RML-120-17-NeuN_R2.fastq.gz,auto,916477,NeuN,RML,120,group_RML_120,BATCH1,212,2025-07-15,17.52
916477-RML-120-17-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916477-RML-120-17-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916477-RML-120-17-SOX10_R2.fastq.gz,auto,916477,SOX10,RML,120,group_RML_120,BATCH1,212,2025-07-15,17.52
916477-RML-120-17-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916477-RML-120-17-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916477-RML-120-17-SOX2_R2.fastq.gz,auto,916477,SOX2,RML,120,group_RML_120,BATCH1,212,2025-07-15,17.52
916477-RML-120-17-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916477-RML-120-17-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916477-RML-120-17-PU1_R2.fastq.gz,auto,916477,PU1,RML,120,group_RML_120,BATCH1,212,2025-07-15,17.52
916470-RML-90-9-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916470-RML-90-9-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916470-RML-90-9-NeuN_R2.fastq.gz,auto,916470,NeuN,RML,90,group_RML_90,BATCH1,281,2025-07-15,17.65
916470-RML-90-9-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916470-RML-90-9-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916470-RML-90-9-SOX10_R2.fastq.gz,auto,916470,SOX10,RML,90,group_RML_90,BATCH1,281,2025-07-15,17.65
916470-RML-90-9-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916470-RML-90-9-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916470-RML-90-9-SOX2_R2.fastq.gz,auto,916470,SOX2,RML,90,group_RML_90,BATCH1,281,2025-07-15,17.65
916470-RML-90-9-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916470-RML-90-9-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916470-RML-90-9-PU1_R2.fastq.gz,auto,916470,PU1,RML,90,group_RML_90,BATCH1,281,2025-07-15,17.65
916515-22L-120-19-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916515-22L-120-19-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916515-22L-120-19-NeuN_R2.fastq.gz,auto,916515,NeuN,22L,120,group_22L_120,BATCH2,250,2025-07-14,18.0
916515-22L-120-19-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916515-22L-120-19-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916515-22L-120-19-SOX10_R2.fastq.gz,auto,916515,SOX10,22L,120,group_22L_120,BATCH2,250,2025-07-14,18.0
916515-22L-120-19-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916515-22L-120-19-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916515-22L-120-19-SOX2_R2.fastq.gz,auto,916515,SOX2,22L,120,group_22L_120,BATCH2,250,2025-07-14,18.0
916515-22L-120-19-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916515-22L-120-19-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916515-22L-120-19-PU1_R2.fastq.gz,auto,916515,PU1,22L,120,group_22L_120,BATCH2,250,2025-07-14,18.0
